Account,trades,win_rate,avg_pnl,pnl_std,total_pnl,volume,maker_rate,taker_rate,avg_fee,pnl_sharpe_proxy,profit_per_musd,max_drawdown,calmar_proxy,pc1,pc2,cluster
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,14719,0.33745499014878727,48.33005778449351,169.34542479990148,2143382.597689,56531277.0,0.15829879747265438,0.8417012025273456,1.0865036281554452,0.28539334819113243,37914.98638336084,-10680.586532,200.68023336239378,-0.46570004260065806,0.5678788560536259,3
0x083384f897ee0f19899168e3b1bec365f52a9012,3818,0.3596123624934521,122.35630222894709,301.26397898215606,1600229.819979,61697263.97,0.8878994237820849,0.11210057621791514,1.9395789167103195,0.40614315273381646,25936.803628068563,-327934.104256,4.879729796964908,2.219693240159611,-2.950378741128803,0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,21192,0.46758210645526616,31.23474652851076,114.12648612824141,940163.80622,68036340.24,0.6736032465081163,0.32639675349188374,0.40565806276986605,0.2736853432376159,13818.553480442175,-23.34103199999663,40279.444637243796,-1.1872043579164973,0.9170496626857284,3
0x513b8629fe877bb581bf244e326a047b249c4ff1,12236,0.40119320039228507,53.56372157024845,186.9896350747164,840422.555216,420876556.36,0.2250735534488395,0.7749264465511605,6.245884512233573,0.2864528910858921,1996.8386038996623,-84803.251682,9.910263327725493,-0.7862690989146066,-1.3821554902117046,2
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,40172,0.4283580603405357,18.77554624712337,103.07826032876184,836080.553077,74107810.1,0.2513940057751668,0.7486059942248332,0.33239320195534205,0.1821484587267956,11281.949256749122,-98726.73913599993,8.4686333246079,-2.5501574877030833,0.6913230375594881,3
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,4355,0.486337543053961,79.63181629578875,213.62160414897266,677747.050643,39572949.21,0.44202066590126293,0.5579793340987371,1.842937403947187,0.37277042559916435,17126.52365246851,-7577.27,89.44475393420058,0.6510864319320331,0.27139924755526523,1
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,1590,0.34591194968553457,76.2009157989937,246.6832940203351,429355.565915,11474500.92,0.9226415094339623,0.07735849056603773,0.9757467083584905,0.30890180910553333,37418.23447559582,-58219.75226099999,7.374740517448319,1.515737321635911,-0.650045991408109,1
0x430f09841d65beb3f27765503d0f850b8bce7713,1223,0.4897792313982011,142.7539407721668,280.45225425843984,416541.872341,2966100.89,0.7808667211774325,0.21913327882256745,0.6107987988552739,0.5090133475647426,140434.15507049728,0.0,0.0,3.700203327891152,1.1933105491949039,1
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1430,0.3062937062937063,98.8166586657902,277.9938475697238,403011.504159,3051144.33,0.9972027972027973,0.002797202797202797,0.20280492878321676,0.35546347348930424,132085.3622676709,-12239.23366899998,32.92783805409024,3.1328760829192634,0.3824681794697859,1
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9893,0.8108763772364298,39.75036163297685,113.55434590995284,379095.406711,25729497.24,0.6825027797432528,0.3174972202567472,0.26233287594056404,0.3500558372684246,14733.88318375863,-22517.28358399996,16.83575220327077,-0.5156009088234711,1.764888832785603,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,7562,0.36141232478180374,56.91872172007934,170.37773949533155,308975.869716,129672528.36,0.0,1.0,5.385409601031474,0.3340736993499021,2382.7396104918516,-113383.71529000001,2.725046263704947,-0.7635596945918378,-1.3991637639362526,2
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2641,0.32752745172283226,81.78078352984475,259.35808669160554,220519.061853,20737391.71,0.6421809920484665,0.3578190079515335,1.8073072640780008,0.3153199677443938,10633.88611918157,-116595.66536300004,1.891314408356887,1.1066632005190993,-1.3685610088672078,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,383,0.2349869451697128,124.65176924125326,308.7431769390565,199505.592732,1987527.61,0.793733681462141,0.206266318537859,0.6996529738355091,0.40373934892125096,100378.77799946637,0.0,0.0,3.2179479679671514,-0.10004390495679556,1
0x2c229d22b100a7beb69122eed721cee9b24011dd,3239,0.5199135535659154,43.27937936922507,138.89717030201442,168658.004994,10166880.2,0.2426674899660389,0.7573325100339611,0.9596161537511578,0.31159295236266876,16588.96354399848,-3323.090682000009,50.75335617759694,-0.3852987150746943,0.9181159818242464,3
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,13301,0.43891436734080147,11.11652081772799,57.784087402594615,132464.814554,6757020.36,0.05458236222840388,0.9454176377715962,0.16678199883098263,0.19238031294457783,19604.027736568787,-20849.88678999999,6.353263012321617,-1.8600756225625148,1.2132611134536653,3
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3051,0.28548017043592266,33.73102699179285,113.91923135104597,126578.942134,10992355.74,0.07177974434611603,0.928220255653884,0.9249291377450016,0.2960959847758238,11515.178832267304,-621.545060000004,203.65207654292865,-0.8843278505229989,0.28987466822564223,3
0x6d6a4b953f202f8df5bed40692e7fd865318264a,972,0.4331275720164609,89.5506062663786,195.07762405009817,108731.216772,728055.67,0.03909465020576132,0.9609053497942387,0.19221818614444444,0.4590511428588087,149344.64664219975,-89.17810000000463,1219.2591765466448,2.015206251349648,1.894609372148477,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,15604,0.3458087669828249,7.193167541753397,33.94263479967004,106302.875256,19868207.89,0.8953473468341451,0.10465265316585491,0.1466262133494104,0.21192130735305564,5350.400793294699,-8766.773926000002,12.125654904905549,-1.7629953771756046,0.3807736610571824,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,8513,0.3536943498179255,14.236428250097498,69.96413980737118,103343.716161,4408827.68,0.2944907788088805,0.7055092211911195,0.1445843440833901,0.2034817878029224,23440.180397569995,-19322.088606000005,5.348475429768453,-1.3413435774217841,0.7027109575177425,3
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,411,0.5815085158150851,151.01773913245742,299.0300966910807,72846.484272,861809.04,0.40145985401459855,0.5985401459854015,0.46213626401459856,0.5050252158680517,84527.4079185802,-14725.235409,4.947050573295185,3.14282544980539,1.173165757524007,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,562,0.4092526690391459,85.03593779437722,206.1825197689955,67845.619531,1677425.62,0.0,1.0,0.9763865918327401,0.41243039366116246,40446.27596125544,0.0,0.0,0.8150744912115255,0.7251511900658303,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1911,0.33019361590790164,22.34328036717949,114.57758828547416,65513.657906,11999173.37,0.059654631083202514,0.9403453689167975,1.7712622807849294,0.19500567869791782,5459.84759831835,-4968.487948000002,13.185834119286058,-1.0981904242931366,0.153079387298273,3
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,328,0.4817073170731707,56.99792377804878,154.85638046052884,53496.247243,1143895.16,0.6615853658536586,0.3384146341463415,0.5374212680396342,0.3680695855640053,46766.73974475073,0.0,0.0,0.6556074030244783,0.7845301350342935,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,7271,0.443267776096823,8.928747436908266,57.196328397044496,47885.320514,12035486.94,0.22472837298858478,0.7752716270114152,0.37544187711869065,0.15610700349377044,3978.67745216464,-22505.512854,2.1277151436026545,-1.6991679110588582,0.8254392368003163,3
0x8477e447846c758f5a675856001ea72298fd9cb5,14994,0.2620381485927704,3.7197053666586637,44.517307557995416,43917.008976,12304786.57,0.21902094171001735,0.7809790582899827,0.25293738131719357,0.08355638673369399,3569.0996122657652,-34260.134815,1.2818691231994792,-2.214087531373793,0.3124514071819382,3
0xb899e522b5715391ae1d4f137653e7906c5e2115,4838,0.4386109962794543,15.917142669772634,90.53652306077501,22488.500821000005,108877041.1,0.13207937164117403,0.867920628358826,5.920457568210004,0.1758090782775901,206.54952222980648,-72447.14201299999,0.3104125324497224,-1.6932002779602533,-0.9281247787723637,2
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,534,0.32209737827715357,27.197306728689135,145.89606555095676,21758.831753,4448323.26,0.9400749063670412,0.0599250936329588,1.0145048866037452,0.1864156283172009,4891.468196265934,-2663.777113,8.168413057838295,-0.1245139912732536,-0.393161620196719,3
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,1559,0.45221295702373315,9.744768041000642,64.27662265200667,14900.443047,5844484.45,0.9044259140474663,0.09557408595253368,0.5004598479538165,0.15160672168104988,2549.4880129247326,-869.1459780000005,17.143774951691707,-0.9545520074217942,0.39084879096541575,3
0x39cef799f8b69da1995852eea189df24eb5cae3c,3589,0.32766787405962666,32.0916086844915,168.5212738643623,14456.919335999997,17193375.42,0.9247701309556979,0.07522986904430204,0.40642438731401503,0.19043060824665414,840.8424165032276,-165878.95836699998,0.0871534248726996,-0.0506261745732503,-1.4396710005311313,0
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,777,0.4774774774774775,21.616184837168596,181.43804469183237,-31203.599985999997,1409419.85,0.8867438867438867,0.11325611325611326,0.18928540975546976,0.11913810509743479,-22139.322066451663,-72378.920559,-0.4311144701386399,-0.21897104628544778,-0.44462030664340974,3
0x271b280974205ca63b716753467d5a371de622ab,3807,0.30207512477016024,10.498313444129234,80.97698518118636,-70436.191318,33873440.14,0.34541633832413976,0.6545836616758602,2.4378730890464935,0.12964564463148648,-2079.3929115816104,-132868.175087,-0.5301208605588169,-1.4915273224238745,-1.1727232705636483,3
0x8170715b3b381dffb7062c0298972d4727a0a63b,4601,0.38274288198217776,45.636641977291895,169.132215131786,-167621.12478100002,10143758.13,0.8504672897196262,0.14953271028037382,0.3432700395392306,0.26982820476709485,-16524.558514981076,-443038.34972500004,-0.37834450422868526,-0.12555174844385053,-3.323680147185285,0
